new_id,title,text,source,label
true_1,,【特别关注！重庆客车坠江事故权威发布：坠江事故女司机没逆行！非女司机逆行所致！系公交车越线撞击小轿车后坠江】28日10时08分，重庆市万州区发生一起公交车与私家车碰撞后公交车坠江的道路交通事故。目前，涉事小轿车驾驶员已被警方控制。截至13点，现场已打捞出两名人员遗体。@平安万州 通报称，该公交车由万州区江南新区往北滨路行驶，当车行驶至万州长江二桥桥上时，与一辆由城区往江南新区行驶的小型轿车（车内只有驾驶员）相撞，造成公交车失控冲破护栏坠入长江，小型轿车车辆受损。初步确认，公交车上共有驾乘人员10多人。记者战海峰,平安洛宁 10-28 22:59,0
true_2,,【坠江事故女司机没逆行！重庆公交车坠江因突然越线，车上共有驾乘人员10余人】警方初步确认！重庆坠江公交上共有驾乘人员10多人。警方通报：10月28日10时08分，一辆公交客车与一辆小轿车在重庆万州区长江二桥相撞后，公交客车坠入江中。经初步事故现场调查，系公交客车在行驶中突然越过中心实线，撞击对向正常行驶的小轿车后冲上路沿，撞断护栏，坠入江中。,新浪视频,0
true_3,,"【网传大巴车坠江祸起女司机 警方辟谣【话筒】 】28日上午，重庆一公交客车与小轿车相撞后，公交客车坠江。随后有媒体报道称，系女司机逆行所致。对此，警方发布调查结果，经初步事故现场调查，系公交客车在行驶过程中突然越过中心实线，撞击对向正常行驶的小轿车后冲上路沿，撞断护栏，坠入江中。
",吉林网警巡查执法 10-28 22:45,0
true_4,,10月28日10时08分，一辆公交客车与一辆小轿车在重庆万州区长江二桥相撞后，公交客车坠入江中。经初步事故现场调查，系公交客车在行驶中突然越过中心实线，撞击对向正常行驶的小轿车后冲上路沿，撞断护栏，坠入江中。根据调查访问、调取公交客车沿线监控视频，初步确认当时公交客车上共有驾乘人员10多人。目前，事故原因正进一步调查中。,警情通报,0
true_5,重庆公交车坠江原因反转：公交车越线逆行撞击对向轿车,"新京报讯(记者 张熙廷) 今日（28日）上午10时左右，重庆万州一公交车在万州长江二桥与小轿车发生碰撞后，坠入江中。警方通报显示，初步确认车上共有驾乘人员十多人。

28日10时许，重庆市万州区一辆公交车行驶至长江二桥时，与一辆小轿车相撞后坠江。事发后，应急管理部调派国家水上应急救援重庆长航队7名潜水员、4名深潜队员和1名深潜医务人员，以及40吨级全旋转浮吊打捞船参与人员搜救等处置工作。

新京报记者注意到，事故发生后，曾有重庆当地媒体报道称，“事因一女性小轿车车主驾车逆行导致”，这一关于事故结论的说法引发关注。

今日12时45分，新京报记者据此向万州区政府应急办证实，一名工作人员对”女司机逆行致事故发生”这一说法予以肯定。

今日晚间，重庆市公安局万州分局通过官方微博，通报事故初步调查结果。

万州警方称，10月28日10时08分，一辆公交客车与一辆小轿车在重庆万州区长江二桥相撞后，公交客车坠入江中。经初步事故现场调耍系公交客车在行驶中突然越过中心实线，撞击对向正常行驶的小轿车后冲上路沿，撞断护栏，坠入江中。根据调朔梦省⒌魅」交客车沿线监控视频，初步确认当时公交客车上共有驾乘人员10多人。",新京报 10-28 19:14,0
true_6,反转！女司机没逆行 重庆坠江事故系公交车越线行驶,"10月28日上午10时左右，重庆万州区一辆公交车与私家车碰撞后坠江，据万州区交巡警支队通报，事故由私家车逆行导致，相关部门已经确定车辆沉入江底，正在组织相关打捞救援。事件一经报道，立刻引起轩然大波，人们纷纷谴责驾车与公交车发生碰撞的私家车女司机，然而随着进一步的调查，事情却发生了转机。
10月28日下午17时46分，万州区交巡警支队通报，经初步调查，事故原因系公交车在行驶途中突然越过中心实线，撞击对向正常行驶的小轿车后冲上路沿坠入江中，后车的行车记录仪记录了现场的惊险情景。据当地居民称，坠江公交车上共有10多人，车上可能有附近中学的学生，公交车所属的交通公司也给出数据，具体乘车人数及乘客身份有待进一步核实。
事故发生后，有关部门立刻展开救援。据悉，交通运输部已派专员与应急管理部、公安部组成联合工作组赴现场协助当地政府开展救援，长江水利委员会“水文050”船被紧急调往事发水域，迅速搭建声呐探测体系，利用多波数码技术对水下进行声呐扫描，大型浮吊设备也已赶到坠江现场。
海事部门对上下水船舶进行管控，要求周边船舶减速慢行，统筹好水面搜寻和通航管理，防止发生次生事故。武警重庆总队在应急指挥部的统一指挥下，根据夜间情况研究细化搜救方案，警戒船艇全时在水域坚持值守。目前，救援行动仍在紧张进行中。",社会时分秒 10-29 12:52,0
true_7,重庆公交坠江事故肇事者反转，还欠“女司机”一个道歉,"“如果权威时间长时间缺位、真相迟迟不公布，几乎必然会给谣言滋生的空间，到时再处理就很被动了。”
重庆万州公交车坠河事件，社会悲痛不已。一开始有媒体报道，万州应急办透露，事故系公交车避让一辆逆行的小轿车所致，小轿车司机为一女性，一时引得各路自媒体、大V转发评论，对“女司机”群起而攻之，而警方几个小时后发布的情况通报则显示，是公交车越过中心实线，撞上对向正常行驶的小轿车后失控坠入江中。

新闻又一次反转了，几个小时前还忙着转发评论、鞭挞、大声疾呼的一大堆自媒体、网络大V张口结舌，又忙着删帖，其变脸速度之快让人咋舌。这起事情之所以闹到这么一个地步，始作俑者难辞其咎，细节上有出入可以理解，可是刚开始传播的跟最终的事实差距这么大，就很难理解，何况消息源还来自当地的应急办，希望当地应急办对此作出认真的回应。

被不实消息误导是事实，但一起交通事故，“女司机”这个群体却成了被指责的对象，要说没有一点先入为主的观念在作怪，恐怕很难让人信服。一直以来，女司机被当成了马路杀手的一个代名词，交通事故里，只要肇事方是女性，性别问题立马就会成为关注的焦点，以各种方式作出人身攻击，这次事情引发的次生风波就是个典型。

因为个体的差异，每个人在处置同一类突发情况时，的确是存在不同的，有些人应对得好，有些人应对得不好，有些人甚至会作出相反的应对，但是将个体的不同等同于性别的不同，刻意营造性别差异，这就完全走偏了，这其实是将正常的驾驶习惯问题变成性别问题。

再进一步说，我们更应该把关注的焦点聚集在救援、聚集在对受害者家属的安抚上。满屏都是对女司机的嘲讽，这把盐撒下去，受伤的除了受害者家属，还有无辜的社会公众。任何一个灾难事故，不管它怎么发生的，救援都是第一位的，无他，就为了敬畏生命，为了尊重生命。

现在，新闻反转了，一个个灰头土脸、手忙脚乱，找这个原因找那个原因，而当事私家车司机所蒙受的不白之冤、所受到的伤害，难道就可以一笔带过？尊重生命的人，也应该尊重每一个个体，他们还欠女司机一个真诚的道歉，更欠社会一个道歉。

其实，当事情真相不明时，新闻在处理上也不是没有办法的。寻找消息源并标注来源，发表之前求证一下，当无法证实时，就应该淡化处理，未经证实就得老老实实地标注清楚，最忌讳的是照抄照搬，做成标题，放大未经证实的信息。反转的事已经不是第一回发生了，但为什么没能吸取足够的教训，恐怕还是有利益在作怪。在一些人的炒作下，“女司机”的新闻自带流量，点击率、流量的诱惑力让他们总是想着先下手为强。对于这样的自媒体，应该建立一套约束机制。

当然，当地也要为在信息通报上的错误承担主要责任，事情还未调查清楚就盲目发布消息，应急办一个说法，警方又一个说法，听谁的好？当地需要建立一个新闻发布的机制。此外，警方的调查需要时间，下结论更需要严谨的确认过程，否则很容易让谣言钻了空子。这也提醒警方，信息共享机制要更灵活一些，反应也要更迅速一点，方法也应该更多一点。",人民日报 10-30 07:23,0
true_8,重庆公交车坠江事故续：女司机已被解除控制,"现代快报讯（记者 邱骅悦）10 月 28 日上午，重庆市万州区一公交车在万州长江二桥桥面与小轿车发生碰撞后坠入江中。事故发生当天，万州公安局交巡警支队通报称 ，小轿车驾驶员邝某娟被警方控制。10 月 30 日，现代快报记者致电邝某娟丈夫熊某，熊某告诉记者，目前警方已经解除对邝某娟的控制，妻子已经平安回家，一切都好。
10 月 28 日上午 10 时左右，重庆市万州区一公交车在万州长江二桥桥面与小轿车发生碰撞后坠入江中。事故发生后，许多网友根据现场事故图片，一度错认为是由于小轿车逆行引发了事故。据此前媒体报道，万州区交巡警支队于当天发布通报称，私家车驾驶员邝某娟已被警方控制。

△ 10 月 28 日 ， 重庆市公安局万州区分局在其官方微博发布警情通报。微博截图

10 月 28 日下午 5 点左右重庆市公安局万州区分局在其官方微博发布警情通报称，“ 经初步事故现场调查，系公交客车在行驶中突然越过中心实线，撞击对向正常行驶的小轿车后冲上路沿，撞断护栏，坠入江中。” 许多网友在看完警情通报后均表示此前自己错怪了小轿车驾驶员，需要向她进行道歉。

10 月 30 日上午，现代快报记者致电小轿车驾驶员邝某娟丈夫熊某，熊某告诉记者，目前警方已经解除对邝某娟的控制，“ 她人已经平安回家了，一切都好。”",中国网直播 10-30 12:00,0
true_9,重庆公交车坠长江，别让“女司机”背锅了,"重庆万州长江二桥公交车坠入长江事故”有了最新进展，根据重庆市公安局万州分局最新发布的警情通报称：经初步事故现场调查，系公交车在行驶中突然越过中心实线，撞击到对向正常行驶的小轿车后冲上路沿，撞断护栏，坠入江中。经初步确认，当时公交车上共有驾乘人员10多人。

微评：从小轿车逆行与大巴车发生碰撞，到公交车逆行与小轿车发生碰撞，重庆万州大巴坠江一事，发生了180度的大逆转。相信之前，不少在网上“围攻”女司机的吃瓜群众，此刻正被“瓜”砸了脚。其实，不管是男司机也好还是女司机也罢，只要在行驶中疏忽大意都有可能造成无法挽回的交通事故，这与性别无关。我们更不能因为这样一起谁也不想见到的意外事故，就再一次地加深对“女司机”群体的刻板印象。",新京报 10-28 19:18,0
true_10,反转！女司机穿高跟鞋开车逆行致公交坠江？警方：女司机没逆行,"这是一个令人揪心的消息：今日上午（10月28日），重庆万州区长江二桥发生了一起交通事故，一辆公交车与私家车相撞，公交车冲破护栏后掉进了长江……

救援团队正在全力打捞抢救当中，目前车上确认连驾驶员在内共有10多人！

事件发生之处，很多媒体报道是女司机逆行导致此次悲剧的发生；然而警方刚刚通报案情：公交突然越线、撞击小车后坠入长江！
截至下午1点38分，救援队从坠桥公交车中打捞出2具遇难者的遗体；目前遗体身份尚未确定。

早前有媒体报道介绍事发经过称：系一辆红色私家车在桥上逆行；导致一辆公交车与之发生车祸，公交车为避让私家车，冲破大桥的护栏，直接掉进了滚滚长江之中。
事发之后，私家车女司机被警方控制；从拍摄的现场视频中网友发现一个重要的细节，这位私家车女司机竟然穿的是高跟鞋。开车穿高跟鞋还逆行，而且还是在大桥上逆行；这些因素的叠加，可能才最终造成了这样悲剧的发生……（现在看来，事情完全反转）

目前，私家车女司机邝某娟已被警方控制！

目前，打捞工作正在争分夺秒的进行当中，而这一救援行动也牵挂着无数人的心；事发时车上有10多人，祈愿伤这个数字不要再增加了。",社会妖哥哥 11-02 08:41,0
true_11,警方通报重庆“坠江事件”女司机未逆行，网友排队道歉,"据@平安万州，10月28日10时08分，一辆公交客车与一辆小轿车在重庆万州区长江二桥相撞后，公交车坠入江中。经初步事故现场调查，系公交客车在行驶中突然越过中心实线，撞击对面正常行驶的小轿车后冲上路沿，撞断护栏，坠入江中。
据人民日报消息，截至今日凌晨，共70多艘船只围绕公交车坠江水域全面开展搜救。救援面临的主要难点是江水较深、水域复杂。蛙人救援队、水下机器人、吊船等专业打捞力量正全力开展工作。目前，搜救船正在车辆坠江水域进行扫测，待车辆位置精确定位后，将派潜水员到水下定位起吊。
通报全文：
10月28日10时08分，一辆公交客车与一辆小轿车在重庆万州区长江二桥相撞后，公交车坠入江中。经初步事故现场调查，系公交客车在行驶中突然越过中心实线，撞击对面正常行驶的小轿车后冲上路沿，撞断护栏，坠入江中。
根据调查访问、调取公交车客车沿线监控视频，初步确认当时公交客车上共有驾乘人员10多人。目前，事故原因正进一步调查中。
",江苏共青团 澎湃新闻 10-29 13:23,0
true_12,重庆公交车为避让逆行私家车坠江？反转！私家车司机为正常行驶,"10月28日，重庆万州区发生一起交通事故令广大群众十分揪心，因交通事故中公交车与私家车碰撞后撞栏坠江。

网友分析，在相关视频中，私家车司机疑似逆行，而后爆出来的图片中更可看出该司机身穿高跟鞋，更是引发网友的愤怒。

事发突然，警方尽全力抢救公交车。然因公交车较大，工作人员需根据公交车尺寸现场编织特殊钢丝绳。现场救援指挥部敲定方案便即刻展开救援。

根据警方最新通报，该司机并非逆行，而是公交车突然越过中心实线，撞向该正常行驶的小轿车！并且已初步确认大巴车上共驾乘人员约10多人。
虽然司机为正常驾驶，但身穿高跟鞋还是有一定的隐患。具体事实还在调查，我们无从得知，只求大巴车的生还人数越多越好。如今，已有两人遇险被打捞上来。我们能做的，只有静等官方的通知，为他们祈祷！",次元转换间 10-28 18:23,0
true_13,,"【重庆客车坠江事故权威发布：非女司机逆行所致！系公交车越线撞击小轿车后坠江】28日10时08分，重庆市万州区发生一起公交车与私家车碰撞后公交车坠江的道路交通事故。目前，涉事小轿车驾驶员已被警方控制。截至13点，现场已打捞出两名人员遗体。@平安万州 通报称，该公交车由万州区江南新区往北滨路行驶，当车行驶至万州长江二桥桥上时，与一辆由城区往江南新区行驶的小型轿车（车内只有驾驶员）相撞，造成公交车失控冲破护栏坠入长江，小型轿车车辆受损。初步确认，公交车上共有驾乘人员10多人。记者战海峰
",法制日报 10-28 18:28,0
true_14,,"【坠江事故女司机没逆行！重庆公交车坠江因突然越线，车上共有驾乘人员10余人】警方初步确认！重庆坠江公交上共有驾乘人员10多人。警方通报：10月28日10时08分，一辆公交客车与一辆小轿车在重庆万州区长江二桥相撞后，公交客车坠入江中。经初步事故现场调查，系公交客车在行驶中突然越过中心实线，撞击对向正常行驶的小轿车后冲上路沿，撞断护栏，坠入江中。
",潇湘晨报 10-28 19:52,0
true_15,,【初步确认系公交车越过中心线 女司机没逆行 坠江公交有10多人】据@平安万州 通报，经调查，系公交客车在行驶中突然越过中心实线，撞击对向正常行驶的小轿车后冲上路沿，撞断护栏，坠入江中。初步确认当时公交车上共有驾乘人员10多人。目前，事故原因正在进一步调查中。,成都商报 10-28 17:55,0
true_16,,"【重庆一公交突然逆行坠江，已打捞起两具遇难者遗体】今天上午，重庆万州区发生一起公交车与私家车碰撞后公交车坠江的交通事故。刚刚，@平安万州 发布最新通报：经初步事故现场调查，系公交客车在行驶中突然越过中心实线，撞击对向正常行驶的小轿车后冲上路沿，撞断护栏，坠入江中。根据调查访问、调取公交客车沿线监控视频，初步确认当时公交客车上共有驾乘人员10多人。目前，事故原因正进一步调查中。
另据新华社报道，目前，坠江公交车已确定为一辆当地22路公交车，相关部门已确定车辆沉入江底。截至13点，现场已打捞出两名人员遗体。
目前，重庆市消防总队50名指战员、5辆消防车、2艘冲锋舟已在现场开展救援。水上支队及周边支队已做好增援准备。
在现场参与救援的蓝天救援队骆队长告诉记者：事发桥面离水面有50余米，公交车坠江后又沉入65米深的江底，由于巨大的冲击和水中缺氧等问题，给被困人员带来极大的生存挑战，同时给救援工作带来极大的困难。
愿平安！（人民日报）。",北京交通广播 10-28 19:35,0
true_17,,【不是女司机逆行！关于万州长江二桥大巴车坠江的最新警方通报来了】10月28日10时08份，一辆公交客车与一辆小轿车在重庆万州区长江二桥相撞后，公交客车坠入江中。#重庆大巴车坠江# 经初步事故现场调查，系公交客车在行驶中突然越过中心实线，撞击对向正常行驶的小轿车后冲上路沿，撞断护栏，坠入江中。根据调查访问、调取公交客车沿线监控视频，初步确认当时公交客车上共有驾乘人员10多人。目前，事故原因正进一步调查中。by@平安万州,小魏说事儿 10-28 22:45,0
true_18,,"【女司机没有逆行！重庆官方最新消息：坠江大巴车突然越中心实线】
最新消息，重庆官方通报：
重庆万州区坠江事故经初步现场调查，系公交客车在行驶中突然越过中心实线，撞击对向正常行驶的小轿车后冲上路沿，撞断护栏，坠入江中。
媒体此前报道――
上午10时许，重庆万州区一辆公交车行驶至万州长江二桥桥上时，突然越过中心实线，与对向一辆正常行驶小轿车相撞，公交车失控冲破护栏坠入长江。
从长江二桥冲下坠江的公交车已确定为一辆当地22路公交汽车，初步确定车上共有10余人。
目前已初步确认失事公交车位置，距离水面65米。由于巨大的冲击和水中缺氧等问题，给被困人员带来极大的生存挑战。
13时许，一架可载重60吨的浮吊和有经验的操作人员已抵达坠江现场，搜寻到2名遇难者遗体。",吕鹏微博 10-28 22:28,0
true_19,,"司机没逆行!重庆公交坠江事故反转:公交车突然越线 车内10余人】
重庆万州警方28日下午通报公交车坠江事件称，28日10时08分，一辆公交客车与辆小轿车在重庆万州区长江二桥相撞后，公交客车坠入江中。经初步事故现场调查，系公交客车在行驶中突然越过中心实线，撞击对向正常行驶的小轿车后冲上路沿，撞断护栏坠入江中。根据调查访问、调取公交客车沿线监控视频，初步确认当时公交客车上共有驾乘人员10多人。目前事故原因正进一步调查中。（来源:百度新闻）",舍得乐 10-28 20:22,0
